transaction_id,customer_id,transaction_date,source_system,order_or_invoice_id,gross_amount,fee_amount,net_amount,payment_status,transaction_type,category,payout_status
500848,1030,2025-12-14,QuickBooks,913621,913.13,42.73,870.4,paid,sale,service,paid_out
500849,1009,2025-12-31,NetSuite,919213,5731.71,250.48,5481.23,chargeback,adjustment,subscription,paid_out
500850,1011,2025-02-27,NetSuite,923838,3100.29,151.29,2949.0,paid,sale,wholesale,partial
500851,1001,2025-09-04,PayPal,985715,9240.79,299.4,8941.39,paid,sale,wholesale,pending
500852,1015,2025-10-03,Shopify,955291,2901.97,104.47,2797.5,paid,sale,subscription,paid_out
500853,1003,2025-05-01,QuickBooks,917510,6255.38,163.27,6092.11,paid,sale,service,paid_out
500854,1024,2025-03-13,Shopify,931784,459.68,11.17,448.51,chargeback,adjustment,subscription,held
500855,1003,2025-12-23,PayPal,986867,13069.93,1544.87,11525.06,paid,sale,product,paid_out
500856,1003,2025-01-16,Shopify,954590,4321.98,104.59,4217.39,paid,sale,service,pending
500857,1001,2025-08-29,PayPal,920432,6703.7,201.78,6501.92,paid,sale,product,paid_out
500858,1008,2025-09-15,PayPal,993245,1221.57,38.97,1182.6,refunded,refund,service,paid_out
500859,1010,2025-12-30,Stripe,916401,2132.08,102.13,2029.95,paid,sale,product,paid_out
500860,1001,2025-07-20,NetSuite,961398,3955.26,167.7,3787.56,paid,sale,wholesale,pending
500861,1016,2025-03-26,Stripe,947540,105.64,3.29,102.35,paid,sale,product,paid_out
500862,1007,2025-05-25,Stripe,924607,1232.42,28.59,1203.83,paid,sale,product,held
500863,1009,2025-05-18,Stripe,906297,882.68,32.75,849.93,chargeback,adjustment,service,paid_out
500864,1007,2025-05-25,NetSuite,916976,4814.33,168.5,4645.83,paid,sale,subscription,paid_out
500865,1006,2025-09-15,NetSuite,904903,4133.72,101.28,4032.44,paid,sale,subscription,paid_out
500866,1010,2025-11-17,PayPal,994182,1287.73,53.57,1234.16,paid,sale,service,paid_out
500867,1003,2025-08-18,Shopify,993423,10068.17,304.06,9764.11,pending,sale,subscription,paid_out
500868,1003,2025-03-20,Stripe,940572,8102.11,403.49,7698.62,paid,sale,wholesale,paid_out
500869,1022,2025-02-18,NetSuite,946316,695.84,17.47,678.37,paid,sale,service,paid_out
500870,1027,2025-08-31,QuickBooks,974545,1468.26,62.99,1405.27,refunded,refund,wholesale,held
500871,1005,2025-07-29,PayPal,941110,9106.06,432.54,8673.52,paid,sale,wholesale,pending
500872,1004,2025-05-15,Shopify,932088,10896.68,541.56,10355.12,chargeback,adjustment,subscription,paid_out
500873,1012,2025-05-29,PayPal,987706,2191.2,81.29,2109.91,paid,sale,wholesale,pending
500874,1006,2025-02-25,QuickBooks,926145,886.2,37.22,848.98,refunded,refund,wholesale,paid_out
500875,1001,2025-04-19,PayPal,961599,9320.62,319.7,9000.92,paid,sale,subscription,paid_out
500876,1003,2025-11-04,NetSuite,927973,13954.99,305.61,13649.38,paid,sale,service,partial
500877,1014,2025-05-10,Shopify,993350,3360.59,75.61,3284.98,paid,sale,service,paid_out
500878,1013,2025-04-05,NetSuite,921565,4237.47,96.61,4140.86,paid,sale,wholesale,paid_out
500879,1001,2025-10-02,PayPal,951005,9199.47,228.15,8971.32,paid,sale,product,paid_out
500880,1003,2025-02-09,QuickBooks,996253,9504.51,355.47,9149.04,paid,sale,subscription,pending
500881,1004,2025-03-19,Stripe,988335,11068.51,531.29,10537.22,paid,sale,wholesale,pending
500882,1013,2025-03-06,Shopify,924596,3354.32,131.49,3222.83,paid,sale,wholesale,paid_out
500883,1001,2025-04-21,PayPal,,6132.77,298.05,5834.72,paid,sale,subscription,paid_out
500884,1002,2025-12-25,Stripe,955816,10489.05,524.45,9964.6,paid,sale,product,pending
500885,1017,2025-08-23,QuickBooks,986455,656.87,16.62,640.25,paid,sale,subscription,paid_out
500886,1003,2025-02-14,PayPal,965064,10253.46,236.85,10016.61,paid,sale,subscription,paid_out
500887,1012,2025-11-21,Stripe,929213,3497.85,130.82,3367.03,paid,sale,product,paid_out
500888,1004,2025-08-29,Stripe,984523,11554.96,352.43,11202.53,paid,sale,service,held
500889,1002,2025-04-25,Stripe,954357,7568.05,211.91,7397.05,paid,sale,subscription,held
500890,1004,2025-01-14,NetSuite,943920,4380.38,136.67,4243.71,paid,sale,product,paid_out
500891,1014,2025-10-12,NetSuite,975740,4880.71,125.92,4754.79,paid,sale,product,pending
500892,1021,2025-07-26,NetSuite,966093,1154.85,41.0,1113.85,paid,sale,service,pending
500893,1019,2025-10-11,PayPal,977763,259.6,7.71,251.89,paid,sale,subscription,paid_out
500894,1006,2025-10-20,Shopify,946939,2220.82,93.94,2126.88,paid,sale,service,paid_out
500895,1013,2025-04-10,Shopify,986410,2909.38,79.72,2829.66,paid,sale,subscription,paid_out
500896,1003,2025-11-23,Stripe,918590,16608.45,763.99,15844.46,refunded,refund,subscription,paid_out
500897,1004,2025-09-11,Stripe,954230,10601.61,502.52,10099.09,paid,sale,product,pending
500898,1024,2025-12-18,PayPal,,902.11,42.13,859.98,paid,sale,subscription,paid_out
500899,1001,2025-03-02,Stripe,920760,11783.24,586.81,11196.43,paid,sale,product,paid_out
500900,1002,2025-11-07,Shopify,915045,4572.4,94.65,4477.75,paid,sale,product,pending
500901,1003,2025-02-12,NetSuite,945685,9549.7,460.3,9089.4,paid,sale,wholesale,partial
500902,1001,2025-08-12,PayPal,994030,7613.91,243.65,7370.26,paid,sale,service,paid_out
500903,1003,2025-03-26,Stripe,997921,10146.9,493.14,9653.76,pending,sale,wholesale,paid_out
500904,1011,2025-08-08,NetSuite,904424,1398.74,42.8,1355.94,paid,sale,service,paid_out
500905,1006,2025-11-06,Shopify,923580,5908.12,232.78,5675.34,paid,sale,service,paid_out
500906,1024,2025-05-06,Shopify,941758,132.14,5.25,126.89,paid,sale,wholesale,paid_out
500907,1019,2025-10-18,PayPal,969109,1197.98,56.31,1141.67,paid,sale,subscription,paid_out
500908,1005,2025-10-21,Stripe,925837,11033.98,360.81,10673.17,paid,sale,service,paid_out
500909,1004,2025-08-04,PayPal,902787,4073.33,136.86,3936.47,paid,sale,subscription,paid_out
500910,1005,2025-08-25,NetSuite,905127,5559.29,251.28,5305.0,pending,sale,service,held
500911,1011,2025-05-21,NetSuite,906169,1927.35,58.59,1868.76,paid,sale,wholesale,paid_out
500912,1004,2025-11-25,QuickBooks,906269,16386.12,386.71,15999.41,paid,sale,wholesale,paid_out
500913,1012,2025-04-26,QuickBooks,900647,1265.86,32.53,1233.33,paid,sale,subscription,held
500914,1006,2025-02-26,Shopify,949749,716.02,20.84,695.18,paid,sale,wholesale,pending
500915,1010,2025-03-03,PayPal,954171,1068.3,49.03,1019.27,pending,sale,product,partial
500916,1007,2025-10-23,Stripe,912032,2650.67,91.98,2558.69,paid,sale,service,paid_out
500917,1004,2025-10-13,Stripe,909849,10519.88,287.19,10232.69,pending,sale,product,paid_out
500918,1027,2025-08-28,QuickBooks,969159,1232.3,31.55,1200.75,paid,sale,wholesale,paid_out
500919,1015,2025-12-02,NetSuite,959301,1670.19,58.62,1611.57,paid,sale,product,paid_out
500920,1002,2025-02-05,Stripe,919305,5500.55,136.96,5363.59,pending,sale,product,paid_out
500921,1022,2025-01-09,Shopify,972129,1343.79,138.54,1205.25,paid,sale,wholesale,paid_out
500922,1008,2025-09-15,QuickBooks,950137,2438.82,73.16,2365.66,paid,sale,product,paid_out
500923,1024,2025-07-26,Shopify,906536,242.72,6.87,235.85,paid,sale,subscription,paid_out
500924,1017,2025-01-28,NetSuite,981293,1345.21,50.18,1295.03,paid,sale,subscription,paid_out
500925,1007,2025-04-23,QuickBooks,945564,3802.66,176.44,3626.22,paid,sale,subscription,pending
500926,1001,2025-02-18,Stripe,990169,4665.71,220.22,4445.49,paid,sale,product,pending
500927,1004,2025-04-06,Stripe,902729,5989.4,201.84,5787.56,paid,sale,product,paid_out
500928,1010,2025-12-14,Stripe,932441,5489.64,111.44,5378.2,paid,sale,service,paid_out
500929,1012,2025-04-27,QuickBooks,996493,2863.71,71.59,2792.12,paid,sale,service,paid_out
500930,1004,2025-12-06,PayPal,987023,10329.82,904.89,9424.93,paid,sale,wholesale,held
500931,1002,2025-02-27,NetSuite,928869,5429.44,193.29,5236.15,paid,sale,subscription,paid_out
500932,1020,2025-05-06,PayPal,949516,876.94,35.87,841.07,paid,sale,wholesale,paid_out
500933,1029,2025-09-27,PayPal,936208,283.05,13.39,269.66,paid,sale,service,paid_out
500934,1009,2025-11-10,Shopify,914442,1474.66,64.74,1409.92,paid,sale,wholesale,paid_out
500935,1003,2025-12-15,NetSuite,937782,6092.87,298.55,5794.32,paid,sale,subscription,paid_out
500936,1004,2025-04-22,Shopify,986540,5547.16,209.68,5337.48,paid,sale,service,paid_out
500937,1001,2025-05-26,Shopify,993480,10067.37,353.36,9714.01,paid,sale,wholesale,partial
500938,1025,2025-10-27,Stripe,988932,1379.43,39.59,1339.84,refunded,refund,service,paid_out
500939,1002,2025-06-04,Shopify,918242,7117.35,179.36,6937.99,pending,sale,wholesale,pending
500940,1010,2025-10-11,NetSuite,924034,1397.85,40.68,1357.17,refunded,refund,subscription,paid_out
500941,1004,2025-03-12,NetSuite,946424,7739.14,315.76,7423.38,paid,sale,wholesale,paid_out
500942,1010,2025-01-15,QuickBooks,939634,4606.51,95.82,4510.69,paid,sale,product,paid_out
500943,1012,2025-11-14,PayPal,952814,4122.6,152.54,3970.06,paid,sale,wholesale,paid_out
500944,1019,2025-01-28,Stripe,938086,149.87,4.21,145.66,paid,sale,subscription,paid_out
500945,1003,2025-10-27,Shopify,997048,9069.72,382.74,8686.98,paid,sale,service,paid_out
500946,1001,2025-11-18,PayPal,900004,8117.22,764.64,7352.58,paid,sale,subscription,paid_out
500947,1002,2025-05-07,Shopify,915966,4838.64,165.48,4673.16,paid,sale,product,paid_out
500948,1024,2025-10-07,Shopify,919168,408.9,15.7,393.2,paid,sale,product,paid_out
500949,1022,2025-09-19,NetSuite,977170,1118.96,40.73,1078.23,paid,sale,wholesale,paid_out
500950,1011,2025-12-24,PayPal,915745,5739.09,194.56,5524.81,paid,sale,wholesale,paid_out
500951,1011,2025-01-22,PayPal,901195,4586.49,140.35,4446.14,pending,sale,product,paid_out
500952,1013,2025-06-28,Shopify,985974,3877.26,138.81,3738.45,paid,sale,service,paid_out
500953,1003,2025-12-04,PayPal,961833,8016.92,254.94,7761.98,paid,sale,service,paid_out
500954,1025,2025-03-08,Shopify,908856,1054.21,39.74,1014.47,paid,sale,product,pending
500955,1006,2025-02-19,Shopify,996029,3493.67,122.28,3371.39,paid,sale,wholesale,paid_out
500956,1005,2025-08-04,Stripe,957872,11301.38,247.5,11053.88,paid,sale,product,paid_out
500957,1009,2025-06-14,QuickBooks,925653,836.8,28.03,808.77,paid,sale,product,paid_out
500958,1001,2025-04-14,Shopify,903177,9679.39,319.42,9359.97,paid,sale,subscription,paid_out
500959,1003,2025-03-13,PayPal,924288,11039.62,340.02,10699.6,paid,sale,wholesale,paid_out
500960,1015,2025-04-08,NetSuite,973229,4245.81,157.52,4088.29,paid,sale,wholesale,paid_out
500961,1002,2025-11-17,PayPal,915456,8939.09,197.55,8741.54,paid,sale,service,paid_out
500962,1011,2025-01-12,QuickBooks,908906,1508.1,72.69,1435.41,paid,sale,subscription,paid_out
500963,1004,2025-10-01,PayPal,907424,8178.2,372.93,7805.27,paid,sale,wholesale,paid_out
500964,1006,2025-05-15,QuickBooks,907784,3439.54,72.23,3367.31,paid,sale,subscription,held
500965,1004,2025-05-01,NetSuite,904634,7442.0,328.94,7113.06,paid,sale,subscription,pending
500966,1005,2025-10-10,QuickBooks,929523,7308.94,174.68,7134.26,paid,sale,product,paid_out
500967,1014,2025-01-11,PayPal,949727,4690.61,97.56,4593.05,paid,sale,wholesale,paid_out
500968,1004,2025-01-27,QuickBooks,915149,6484.12,202.95,6281.17,paid,sale,service,paid_out
500969,1010,2025-04-10,PayPal,954141,2044.07,97.09,1946.98,paid,sale,subscription,paid_out
500970,1008,2025-01-08,Shopify,937040,4429.65,121.82,4307.83,paid,sale,service,paid_out
500971,1013,2025-03-08,QuickBooks,971256,3227.56,111.03,3116.53,paid,sale,product,paid_out
500972,1026,2025-08-16,PayPal,969054,1076.87,51.91,1024.96,paid,sale,subscription,paid_out
500973,1015,2025-01-28,QuickBooks,917974,2059.86,66.53,1993.33,paid,sale,product,paid_out
500974,1003,2025-03-04,Stripe,985184,6351.51,282.64,6068.87,chargeback,adjustment,wholesale,paid_out
500975,1001,2025-01-18,NetSuite,979920,5432.69,204.27,5216.68,refunded,refund,subscription,paid_out
500976,1004,2025-04-25,PayPal,970981,4851.57,123.72,4727.85,paid,sale,service,paid_out
500977,1011,2025-05-15,Stripe,956895,4146.1,156.31,3989.79,paid,sale,subscription,pending
500978,1001,2025-10-11,PayPal,960752,6493.0,270.11,6222.89,pending,sale,service,held
500979,1008,2025-03-25,Stripe,936791,4821.37,163.93,4657.44,paid,sale,product,held
500980,1011,2025-10-05,PayPal,932835,1831.21,67.94,1763.27,paid,sale,subscription,paid_out
500981,1005,2025-03-05,QuickBooks,902263,5762.06,229.33,5532.73,paid,sale,wholesale,paid_out
500982,1016,2025-11-23,NetSuite,979996,1778.53,47.13,1731.4,refunded,refund,product,paid_out
500983,1002,2025-05-13,Shopify,919254,9893.79,279.99,9613.8,paid,sale,subscription,paid_out
500984,1001,2025-12-02,QuickBooks,994025,4685.12,189.75,4495.37,paid,sale,service,paid_out
500985,1014,2025-01-09,Stripe,945839,3552.75,162.36,3390.39,paid,sale,subscription,paid_out
500986,1008,2025-05-02,QuickBooks,955898,1418.19,52.61,1365.58,paid,sale,service,paid_out
500987,1013,2025-06-21,Shopify,904083,4154.75,194.86,3959.89,refunded,refund,subscription,paid_out
500988,1007,2025-02-24,NetSuite,976216,3240.67,143.24,3097.43,paid,sale,subscription,paid_out
500989,1004,2025-12-03,PayPal,929436,13350.87,419.22,12931.65,paid,sale,wholesale,paid_out
500990,1019,2025-10-03,Shopify,968740,1106.24,50.22,1056.02,paid,sale,service,paid_out
500991,1017,2025-05-05,NetSuite,915127,509.81,22.43,487.38,paid,sale,service,paid_out
500992,1014,2025-02-10,Shopify,958847,2083.93,73.35,2010.58,paid,sale,product,paid_out
500993,1004,2025-07-28,Shopify,915461,7706.9,308.28,7398.62,paid,sale,wholesale,paid_out
500994,1011,2025-11-20,NetSuite,954870,6253.08,161.95,6091.13,paid,sale,subscription,paid_out
500995,1005,2025-03-06,QuickBooks,969377,10825.13,847.61,9977.52,chargeback,sale,product,paid_out
500996,1002,2025-07-25,Stripe,944124,7881.5,214.38,7667.12,paid,sale,subscription,pending
500997,1025,2025-07-01,Shopify,999308,1212.21,57.34,1154.87,paid,sale,subscription,paid_out
500998,1002,2025-03-19,QuickBooks,957486,11060.39,418.08,10642.31,paid,sale,subscription,paid_out
500999,1027,2025-04-29,Shopify,955927,463.59,14.0,449.59,pending,sale,product,paid_out
501000,1007,2025-01-22,QuickBooks,975384,4162.94,174.84,3988.1,paid,sale,service,paid_out
501001,1003,2025-03-26,Shopify,934003,4066.96,114.69,3952.27,pending,sale,service,paid_out
501002,1010,2025-03-14,Shopify,905209,931.89,34.11,897.78,paid,sale,subscription,paid_out
501003,1022,2025-09-08,NetSuite,995956,1252.94,26.06,1226.88,refunded,refund,service,paid_out
501004,1015,2025-02-26,Stripe,911385,3723.13,177.22,3545.91,pending,sale,service,paid_out
501005,1018,2025-02-10,Stripe,959436,1122.81,29.98,1092.83,paid,sale,service,paid_out
501006,1013,2025-01-20,Stripe,986655,2450.2,117.61,2332.59,paid,sale,product,pending
501007,1013,2025-03-12,QuickBooks,963505,3138.55,145.0,2993.55,paid,sale,product,paid_out
501008,1021,2025-04-12,Shopify,956927,961.29,21.82,939.47,paid,sale,product,paid_out
501009,1004,2025-01-20,QuickBooks,963469,6763.43,188.7,6574.73,paid,sale,product,paid_out
501010,1008,2025-05-30,QuickBooks,938720,3505.89,121.65,3384.24,paid,sale,wholesale,paid_out
501011,1003,2025-08-17,Shopify,914881,5928.57,236.55,5692.02,paid,sale,wholesale,paid_out
501012,1030,2025-09-08,QuickBooks,953609,911.56,76.02,835.54,paid,sale,service,pending
501013,1027,2025-07-30,Stripe,995444,511.94,17.05,494.89,refunded,refund,service,paid_out
501014,1001,2025-08-18,PayPal,980386,6688.3,248.8,6439.5,paid,sale,subscription,paid_out
501015,1014,2025-01-11,Shopify,972468,4110.86,93.32,4017.54,refunded,refund,service,paid_out
501016,1026,2025-10-02,Shopify,921155,317.7,7.85,309.85,pending,sale,product,paid_out
501017,1003,2025-01-07,Stripe,963556,3324.67,68.49,3256.18,paid,sale,product,paid_out
501018,1010,2025-11-20,QuickBooks,985888,5566.19,152.51,5413.68,refunded,sale,subscription,pending
501019,1025,2025-02-09,PayPal,971001,133.99,5.59,128.4,paid,sale,wholesale,paid_out
501020,1001,2025-04-10,QuickBooks,939603,10483.25,480.13,10003.12,paid,sale,wholesale,paid_out
501021,1014,2025-07-12,Stripe,992127,1538.99,35.09,1503.9,paid,sale,wholesale,paid_out
501022,1004,2025-07-21,QuickBooks,903262,9828.65,421.65,9407.0,paid,sale,wholesale,paid_out
501023,1026,2025-10-16,NetSuite,973516,185.7,5.44,180.26,paid,sale,product,paid_out
501024,1029,2025-02-12,NetSuite,930465,233.46,8.99,224.47,paid,sale,service,paid_out
501025,1027,2025-06-22,NetSuite,935146,1067.28,22.52,1044.76,paid,sale,wholesale,pending
501026,1008,2025-06-10,Stripe,996951,4094.99,110.97,3984.02,paid,sale,wholesale,paid_out
501027,1022,2025-12-25,Shopify,914898,195.05,18.72,176.33,paid,sale,wholesale,paid_out
501028,1020,2025-03-13,QuickBooks,938564,1129.77,41.12,1088.65,paid,sale,service,paid_out
501029,1005,2025-11-11,PayPal,980478,15408.27,568.57,14839.7,paid,sale,service,paid_out
501030,1019,2025-08-30,NetSuite,917739,707.75,34.04,673.71,paid,sale,subscription,pending
501031,1001,2025-06-12,NetSuite,924598,5734.72,140.5,5594.22,chargeback,adjustment,service,paid_out
501032,1011,2025-02-18,QuickBooks,929626,774.99,26.43,717.82,paid,sale,wholesale,paid_out
501033,1003,2025-10-27,Shopify,984095,9563.91,296.48,9267.43,refunded,refund,subscription,paid_out
501034,1002,2025-04-21,PayPal,950193,5519.87,154.0,5365.87,paid,sale,service,paid_out
501035,1002,2025-11-12,Shopify,911971,12623.06,431.71,12191.35,paid,sale,product,partial
501036,1014,2025-09-01,QuickBooks,957630,4435.76,131.74,4304.02,paid,sale,subscription,paid_out
501037,1005,2025-05-04,PayPal,968417,8041.31,251.69,7789.62,paid,sale,product,paid_out
501038,1014,2025-03-27,Stripe,964237,4754.7,213.96,4540.74,paid,sale,wholesale,paid_out
501039,1001,2025-11-30,Shopify,995484,8587.07,178.61,8408.46,paid,sale,wholesale,paid_out
501040,1005,2025-07-11,QuickBooks,940683,3919.39,360.98,3558.41,paid,sale,subscription,paid_out
501041,1010,2025-11-07,PayPal,992309,2420.08,95.35,2324.73,refunded,sale,subscription,partial
501042,1017,2025-08-30,QuickBooks,998380,1495.92,58.34,1437.58,paid,sale,subscription,pending
501043,1005,2025-11-10,NetSuite,954994,15467.74,380.51,15087.23,pending,sale,subscription,paid_out
501044,1012,2025-06-10,QuickBooks,902185,797.84,28.96,768.88,paid,sale,product,paid_out
501045,1023,2025-10-28,PayPal,908058,1090.15,112.5,977.65,paid,sale,product,paid_out
501046,1012,2025-05-17,Stripe,922671,877.86,29.23,848.63,paid,sale,service,paid_out
501047,1004,2025-05-21,Shopify,960687,8045.03,189.06,7855.97,paid,sale,subscription,paid_out
501048,1001,2025-04-06,Shopify,960338,5857.51,459.81,5397.7,refunded,sale,service,paid_out
501049,1022,2025-12-15,QuickBooks,906990,1361.39,63.99,1297.4,paid,sale,product,paid_out
501050,1001,2025-10-17,Stripe,938657,5839.87,156.51,5683.36,pending,sale,wholesale,paid_out
501051,1022,2025-07-01,NetSuite,922344,746.79,22.78,724.01,paid,sale,product,paid_out
501052,1009,2025-10-03,PayPal,937839,3059.2,152.35,2906.85,paid,sale,service,paid_out
501053,1027,2025-02-16,Shopify,967768,782.08,20.57,761.51,paid,sale,wholesale,held
501054,1017,2025-10-28,Stripe,913711,501.41,18.5,482.91,refunded,refund,product,paid_out
501055,1030,2025-08-04,Stripe,921331,726.36,21.86,704.5,paid,sale,wholesale,paid_out
501056,1005,2025-11-12,NetSuite,933105,9951.22,371.18,9580.04,paid,sale,wholesale,pending
501057,1015,2025-06-03,PayPal,914136,578.49,27.71,550.78,refunded,refund,wholesale,held
501058,1006,2025-10-31,Shopify,968692,628.5,22.25,606.25,pending,sale,product,partial
501059,1008,2025-12-06,Stripe,945364,2798.83,136.58,2662.25,paid,sale,product,paid_out
501060,1012,2025-04-13,PayPal,911818,4473.3,129.73,4343.57,paid,sale,service,paid_out
501061,1022,2025-01-03,Shopify,961906,729.08,22.09,706.99,paid,sale,subscription,paid_out
501062,1029,2025-07-18,NetSuite,988440,182.36,7.82,174.54,refunded,sale,subscription,held
501063,1015,2025-06-27,Stripe,930822,2292.78,96.76,2196.02,paid,sale,wholesale,paid_out
501064,1006,2025-02-09,Shopify,944510,3405.1,82.06,3323.04,paid,sale,service,paid_out
501065,1006,2025-06-09,Stripe,921435,1904.57,84.94,1819.63,refunded,refund,wholesale,paid_out
501066,1015,2025-02-12,NetSuite,921087,2058.29,86.45,1971.84,paid,sale,wholesale,pending
501067,1004,2025-01-06,NetSuite,933901,7375.25,359.91,7015.34,paid,sale,service,paid_out
501068,1002,2025-08-31,Stripe,955583,9408.21,426.19,8982.02,paid,sale,product,paid_out
501069,1005,2025-01-04,NetSuite,995371,6034.04,289.63,5744.41,paid,sale,service,pending
501070,1004,2025-01-21,Stripe,933072,4093.96,142.06,3951.9,pending,sale,service,paid_out
501071,1004,2025-04-02,NetSuite,914638,5639.16,183.27,5455.89,paid,sale,product,paid_out
501072,1004,2025-03-31,PayPal,936004,3756.42,85.65,3670.77,paid,sale,product,paid_out
501073,1001,2025-09-26,NetSuite,994871,8121.61,172.18,7949.43,paid,sale,subscription,paid_out
501074,1001,2025-06-22,Stripe,933666,9644.92,409.91,9235.01,paid,sale,wholesale,partial
501075,1030,2025-03-01,PayPal,931949,1195.63,44.36,1151.27,paid,sale,wholesale,paid_out
501076,1007,2025-04-21,Shopify,988006,3923.24,129.86,3793.38,paid,sale,service,paid_out
501077,1005,2025-05-20,QuickBooks,960613,3045.46,79.79,2965.67,paid,sale,subscription,paid_out
501078,1013,2025-04-24,PayPal,979864,1511.71,62.43,1449.28,paid,sale,service,paid_out
501079,1003,2025-10-05,PayPal,960548,6501.36,565.62,5935.74,paid,sale,product,paid_out
501080,1027,2025-12-11,Shopify,963771,840.48,26.98,813.5,paid,sale,service,paid_out
501081,1017,2025-06-05,NetSuite,921854,387.12,11.42,375.7,paid,sale,subscription,paid_out
501082,1002,2025-05-26,NetSuite,979576,8007.96,277.88,7730.08,refunded,refund,product,paid_out
501083,1006,2025-04-19,QuickBooks,996267,4964.59,184.19,4780.4,paid,sale,product,paid_out
501084,1023,2025-08-03,QuickBooks,990026,1353.18,38.43,1314.75,paid,sale,wholesale,paid_out
501085,1027,2025-04-26,NetSuite,923281,1292.11,44.97,1280.13,paid,sale,product,paid_out
501086,1008,2025-12-16,PayPal,983416,6415.87,202.1,6213.77,chargeback,adjustment,subscription,paid_out
501087,1011,2025-11-03,PayPal,989700,4294.68,431.62,3863.06,paid,sale,wholesale,paid_out
501088,1003,2025-10-10,Shopify,931367,7602.02,196.13,7405.89,paid,sale,service,paid_out
501089,1030,2025-03-09,Shopify,979069,457.15,21.39,435.76,paid,sale,wholesale,paid_out
501090,1004,2025-09-14,Stripe,932094,8772.41,386.86,8385.55,pending,sale,subscription,held
501091,1027,2025-12-16,PayPal,954668,1432.74,65.91,1366.83,refunded,sale,subscription,paid_out
501092,1012,2025-11-07,Stripe,952218,4776.66,449.01,4327.65,paid,sale,service,paid_out
501093,1011,2025-07-24,PayPal,919134,3166.09,111.76,3054.33,paid,sale,subscription,paid_out
501094,1009,2025-03-28,Stripe,934669,2149.09,85.32,2063.77,paid,sale,wholesale,paid_out
501095,1003,2025-12-30,PayPal,959031,10393.87,283.75,10110.12,paid,sale,subscription,paid_out
501096,1003,2025-03-13,PayPal,938170,4332.22,124.33,4207.89,paid,sale,service,paid_out
501097,1003,2025-09-01,Shopify,979619,9417.71,378.59,9039.12,paid,sale,subscription,paid_out
501098,1003,2025-04-19,Shopify,967740,8249.07,727.57,7521.5,paid,sale,service,pending
501099,1016,2025-11-26,NetSuite,963602,356.89,16.27,340.62,paid,sale,product,pending
501100,1005,2025-09-05,Stripe,929400,11074.2,225.91,10848.29,paid,sale,product,paid_out
501101,1001,2025-07-02,QuickBooks,968697,6365.75,236.17,6129.58,paid,sale,subscription,paid_out
501102,1028,2025-07-24,Stripe,997158,806.6,39.2,767.4,paid,sale,wholesale,partial
501103,1023,2025-10-18,Shopify,932124,796.35,21.74,774.61,paid,sale,subscription,held
501104,1026,2025-11-08,Shopify,917373,583.8,16.52,567.28,paid,sale,product,held
501105,1030,2025-10-27,NetSuite,983087,1148.48,39.39,1109.09,pending,sale,subscription,paid_out
501106,1003,2025-09-01,NetSuite,976246,4776.57,173.39,4603.18,paid,sale,product,paid_out
501107,1006,2025-10-29,QuickBooks,978820,4125.95,158.44,3967.51,paid,sale,wholesale,paid_out
501108,1015,2025-09-21,NetSuite,988846,1776.9,70.01,1706.89,paid,sale,subscription,paid_out
501109,1014,2025-04-04,Stripe,908593,2694.11,79.75,2614.36,paid,sale,wholesale,paid_out
501110,1003,2025-06-25,PayPal,927946,7429.8,268.96,7160.84,paid,sale,wholesale,paid_out
501111,1019,2025-02-22,Shopify,925153,1035.0,49.47,985.53,paid,sale,product,paid_out
501112,1003,2025-06-16,QuickBooks,935308,9868.81,487.52,9381.29,paid,sale,service,paid_out
501113,1003,2025-03-16,NetSuite,973831,5756.09,240.6,5515.49,paid,sale,subscription,paid_out
501114,1009,2025-07-29,QuickBooks,992319,1777.57,78.57,1699.0,paid,sale,service,paid_out
501115,1011,2025-07-11,QuickBooks,928177,515.57,16.91,498.66,paid,sale,subscription,paid_out
501116,1011,2025-02-08,NetSuite,906029,1594.12,47.5,1546.62,paid,sale,product,paid_out
501117,1002,2025-05-24,Stripe,970503,11882.36,446.78,11435.58,paid,sale,wholesale,paid_out
501118,1023,2025-03-10,PayPal,919715,1324.25,29.4,1294.85,paid,sale,subscription,pending
501119,1004,2025-08-13,Stripe,938196,5207.04,193.7,5013.34,paid,sale,service,paid_out
501120,1002,2025-07-04,QuickBooks,960398,9474.04,316.43,9157.61,paid,sale,service,paid_out
501121,1023,2025-11-06,Stripe,963747,1578.9,32.68,1546.22,paid,sale,service,paid_out
501122,1028,2025-01-09,Stripe,970622,859.43,42.89,816.54,pending,sale,subscription,paid_out
501123,1022,2025-10-17,Shopify,911498,160.91,5.91,155.0,paid,sale,subscription,paid_out
501124,1018,2025-12-17,PayPal,985254,924.9,26.17,898.73,pending,sale,service,paid_out
501125,1013,2025-08-21,NetSuite,975332,2874.71,117.29,2757.42,paid,sale,subscription,paid_out
501126,1010,2025-01-05,Shopify,942810,1513.53,49.64,1463.89,paid,sale,service,paid_out
501127,1002,2025-10-23,Shopify,978895,4373.44,188.93,4184.51,paid,sale,service,paid_out
501128,1006,2025-02-05,Shopify,955611,1973.57,58.22,1915.35,paid,sale,service,paid_out
501129,1005,2025-01-14,Shopify,958189,4235.81,199.08,4036.73,paid,sale,wholesale,paid_out
501130,1004,2025-01-26,PayPal,912170,7021.31,224.68,6796.63,paid,sale,subscription,pending
